,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Participation in regular religious activities,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
10,67860fa0f63ac3a0eaa0b3a4,604b2da4f24a3d7a227553a0,AWAITING REVIEW,Not Applicable,2025-01-14T07:18:11.088000Z,2025-01-14T07:25:12.230000Z,,2025-01-14T07:25:12.857320Z,422,NOCODE,892,Islam,Yes. Both public and private,"Afrikaans, English",30,Male,Other,South Africa,South Africa,South Africa,English,Yes,Part-Time,1/14/2025 2:18,1/14/2025 2:24,IP Address,169.0.150.110,100,404,TRUE,1/14/2025 2:24,R_8iJGZvxnrDSVk9r,,,,,-26.0964,27.991,anonymous,ZH-T,604b2da4f24a3d7a227553a0,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,may increase,remain the same,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,604b2da4f24a3d7a227553a0
11,67860fbaf63ac3a0eaa0b3a9,666afffc29d3c10e9be0bb97,AWAITING REVIEW,Not Applicable,2025-01-14T07:18:18.005000Z,2025-01-14T07:31:45.861000Z,,2025-01-14T07:31:46.372342Z,808,NOCODE,132,Islam,Yes. Both public and private,English,28,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,1/14/2025 2:19,1/14/2025 2:29,IP Address,41.144.2.75,100,610,TRUE,1/14/2025 2:29,R_25L28z34so4FQXx,,,,,-29.9056,30.9405,anonymous,ZH-T,666afffc29d3c10e9be0bb97,strongly believe,vocational/technical school,Once a week,Yes,may decrease,remain the same,may decrease,remain the same,may decrease,remain the same,may increase,remain the same,very likely to increase,remain the same,may increase,may increase,very likely to increase,remain the same,may decrease,stay the same,666afffc29d3c10e9be0bb97
12,6786100d2b16d43a68325907,663d1e11c72fe95fa6586fa6,AWAITING REVIEW,Not Applicable,2025-01-14T07:19:45.824000Z,2025-01-14T07:25:04.629000Z,,2025-01-14T07:25:05.577784Z,319,NOCODE,557,Islam,Yes. Both public and private,English,40,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,1/14/2025 2:19,1/14/2025 2:24,IP Address,92.20.220.159,100,298,TRUE,1/14/2025 2:24,R_2YaGPy9eZIAx3md,,,,,52.7681,-1.2026,anonymous,ZH-T,663d1e11c72fe95fa6586fa6,strongly believe,high school,Daily or more,Yes,remain the same,remain the same,may increase,very likely to increase,may increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,may increase,very likely to increase,663d1e11c72fe95fa6586fa6
13,6786109a325ae2943f248a7e,60471ddd0b6ed718cb843760,AWAITING REVIEW,Not Applicable,2025-01-14T07:23:00.706000Z,2025-01-14T07:40:26.055000Z,,2025-01-14T07:40:26.736710Z,1046,NOCODE,563,Islam,Yes. Both public and private,English,41,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time,1/14/2025 2:23,1/14/2025 2:38,IP Address,197.184.127.63,100,924,TRUE,1/14/2025 2:38,R_8aOaDpi0CuEoUxP,,,,,-26.0964,27.991,anonymous,ZH-T,60471ddd0b6ed718cb843760,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,60471ddd0b6ed718cb843760
14,678610f3e6cd971eba6cca19,66a7cf92e1fd4aa48ba59b52,AWAITING REVIEW,Not Applicable,2025-01-14T07:23:41.010000Z,2025-01-14T07:30:42.354000Z,,2025-01-14T07:30:42.962514Z,422,NOCODE,132,Islam,Yes. Both public and private,English,28,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,1/14/2025 2:24,1/14/2025 2:30,IP Address,81.78.239.7,100,377,TRUE,1/14/2025 2:30,R_2OPSrG5HOn2wYvD,,,,,51.5591,-0.2283,anonymous,ZH-T,66a7cf92e1fd4aa48ba59b52,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,definitely increase,very likely to increase,will definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely decrease,definitely decrease,66a7cf92e1fd4aa48ba59b52
15,67861100900bc392dda68477,67507ab17fd854ef0f1dad62,AWAITING REVIEW,Not Applicable,2025-01-14T07:23:49.444000Z,2025-01-14T07:28:02.288000Z,,2025-01-14T07:28:02.934123Z,253,NOCODE,22,Islam,Yes. Both public and private,"Arabic, English, French, German, Polish, Spanish",60,Male,White,Algeria,Poland,Algeria,Arabic,No,Full-Time,1/14/2025 2:23,1/14/2025 2:27,IP Address,37.30.4.98,100,237,TRUE,1/14/2025 2:27,R_8R2VaRwRELlbSh3,,,,,51.9422,15.5173,anonymous,ZH-T,67507ab17fd854ef0f1dad62,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,very likely to increase,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67507ab17fd854ef0f1dad62
16,6786116357446ab4e2ed0c48,66c9e09bc9a53bae668997e7,AWAITING REVIEW,Not Applicable,2025-01-14T07:25:31.445000Z,2025-01-14T07:32:07.188000Z,,2025-01-14T07:32:07.902269Z,396,NOCODE,90,Islam,Yes. Both public and private,"Arabic, English, French",19,Female,White,Morocco,Morocco,Morocco,Arabic,Yes,Unemployed (and job seeking),1/14/2025 2:25,1/14/2025 2:31,IP Address,160.179.242.5,100,362,TRUE,1/14/2025 2:31,R_2mOsoVMdUwjpjEd,,,,,35.7758,-5.7909,anonymous,ZH-T,66c9e09bc9a53bae668997e7,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,very likely to decrease,remain the same,remain the same,definitely increase,definitely increase,very likely to increase,definitely increase,may increase,very likely to increase,very likely to increase,definitely increase,remain the same,stay the same,66c9e09bc9a53bae668997e7
17,6786118848d46733ab3b5b4a,614e82d5717d691f24efffc0,AWAITING REVIEW,Not Applicable,2025-01-14T07:26:04.040000Z,2025-01-14T07:30:40.243000Z,,2025-01-14T07:30:40.981211Z,277,NOCODE,1035,Islam,Yes. Both public and private,"English, Bengali",34,Male,Asian,Bangladesh,Hungary,Bangladesh,Bengali,Yes,Part-Time,1/14/2025 2:26,1/14/2025 2:30,IP Address,86.101.84.58,100,261,TRUE,1/14/2025 2:30,R_2KPqrRp5g9EvCNP,,,,,47.5636,19.0947,anonymous,ZH-T,614e82d5717d691f24efffc0,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,614e82d5717d691f24efffc0
18,678611c9cf5673b5e63a3498,65f19a1fe38352676f83d5f0,AWAITING REVIEW,Not Applicable,2025-01-14T07:27:17.648000Z,2025-01-14T07:32:03.280000Z,,2025-01-14T07:32:04.007739Z,286,NOCODE,127,Islam,Yes. Both public and private,"Arabic, English",25,Female,White,Saudi Arabia,Saudi Arabia,Palestinian Territory,Arabic,No,Full-Time,1/14/2025 2:27,1/14/2025 2:31,IP Address,51.36.170.69,100,259,TRUE,1/14/2025 2:31,R_4E6V8FYGRThCaJn,,,,,26.4336,50.1116,anonymous,ZH-T,65f19a1fe38352676f83d5f0,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,remain the same,very likely to increase,may decrease,may decrease,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,very likely to increase,may increase,very likely to increase,may decrease,may increase,65f19a1fe38352676f83d5f0
19,678611eb2ce0b6a703924baa,66f8471302d83e2223f7731a,AWAITING REVIEW,Not Applicable,2025-01-14T07:27:46.724000Z,2025-01-14T07:39:25.487000Z,,2025-01-14T07:39:26.137859Z,699,NOCODE,274,Islam,Yes. Both public and private,"Arabic, English",30,Female,Mixed,Bahrain,United Kingdom,Bahrain,Arabic,No,Full-Time,1/14/2025 2:28,1/14/2025 2:38,IP Address,86.135.240.92,100,635,TRUE,1/14/2025 2:38,R_29j1L1LKeHpBrus,,,,,51.5263,-0.3559,anonymous,ZH-T,66f8471302d83e2223f7731a,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,may increase,may increase,very likely to increase,very likely to increase,definitely increase,may increase,will definitely increase,may increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,66f8471302d83e2223f7731a
20,678611f15565f0b33e2d300e,667ec9138741c02e57fc42a9,AWAITING REVIEW,Not Applicable,2025-01-14T07:27:55.811000Z,2025-01-14T07:30:17.336000Z,,2025-01-14T07:30:18.024730Z,142,NOCODE,108,Islam,Yes. Both public and private,"Afrikaans, Dutch, English, French, German, Portuguese, Spanish, Other",38,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time,1/14/2025 2:27,1/14/2025 2:29,IP Address,197.184.171.2,100,121,TRUE,1/14/2025 2:30,R_2Rn11xYAXNMNQNY,,,,,-26.0964,27.991,anonymous,ZH-T,667ec9138741c02e57fc42a9,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely decrease,may decrease,very likely to decrease,may decrease,very likely to decrease,very likely to decrease,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,definitely decrease,may decrease,very likely to decrease,may decrease,definitely decrease,may decrease,667ec9138741c02e57fc42a9
21,6786120a41c82497b6cc81f1,6566bed4b504cf0bec20d17a,AWAITING REVIEW,Not Applicable,2025-01-14T07:28:32.129000Z,2025-01-14T07:33:32.999000Z,,2025-01-14T07:33:33.635650Z,301,NOCODE,5,Islam,Yes. Both public and private,"Arabic, English",25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month,1/14/2025 2:28,1/14/2025 2:33,IP Address,197.94.91.41,100,264,TRUE,1/14/2025 2:33,R_8QVAdRAIC80cZFx,,,,,-26.0964,27.991,anonymous,ZH-T,6566bed4b504cf0bec20d17a,strongly believe,vocational/technical school,Daily or more,Yes,may increase,definitely increase,may decrease,definitely increase,remain the same,may increase,definitely increase,definitely increase,will definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,6566bed4b504cf0bec20d17a
22,67861222816239ba182ec117,6669cabd10da9df2c1029382,AWAITING REVIEW,Not Applicable,2025-01-14T07:28:41.975000Z,2025-01-14T07:32:41.961000Z,,2025-01-14T07:32:42.594168Z,240,NOCODE,686,Islam,Yes. Both public and private,English,25,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,1/14/2025 2:28,1/14/2025 2:32,IP Address,82.12.13.174,100,222,TRUE,1/14/2025 2:32,R_8oweaQ3tkwKWqaq,,,,,53.7263,-1.7065,anonymous,ZH-T,6669cabd10da9df2c1029382,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,may increase,very likely to decrease,very likely to decrease,may decrease,may decrease,may increase,may increase,very likely to increase,definitely increase,very likely to increase,may increase,may increase,remain the same,may decrease,may increase,6669cabd10da9df2c1029382
23,6786122ae0c423a62e7216dd,664b35c3568df120a3f2e421,AWAITING REVIEW,Not Applicable,2025-01-14T07:31:24.086000Z,2025-01-14T07:37:00.608000Z,,2025-01-14T07:37:01.618171Z,337,NOCODE,85,Islam,Yes. Both public and private,"Indonesian, English, Malay",25,Female,Asian,Indonesia,Indonesia,Indonesia,Indonesian,No,Full-Time,1/14/2025 2:31,1/14/2025 2:36,IP Address,125.167.59.14,100,323,TRUE,1/14/2025 2:36,R_45RyK5mfrOZlH3O,,,,,-1.5985,103.6196,anonymous,ZH-T,664b35c3568df120a3f2e421,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,664b35c3568df120a3f2e421
24,6786123e6457ee37f42d2fc6,65f05df16b269e72761d02ec,AWAITING REVIEW,Not Applicable,2025-01-14T07:29:09.819000Z,2025-01-14T07:37:33.417000Z,,2025-01-14T07:37:33.888409Z,504,The study didn't provide code,3,Islam,Yes. Both public and private,"Arabic, English",24,Male,White,Egypt,Egypt,Egypt,Arabic,No,Full-Time,1/14/2025 2:29,1/14/2025 2:34,IP Address,41.40.198.251,100,290,TRUE,1/14/2025 2:34,R_8Q9dCv6w42ZoRkl,,,,,30.9977,29.7432,anonymous,ZH-T,65f05df16b269e72761d02ec,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,may decrease,may decrease,may increase,may decrease,may increase,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,may decrease,may increase,65f05df16b269e72761d02ec
25,6786123e6457ee37f42d2fc6,65f05df16b269e72761d02ec,AWAITING REVIEW,Not Applicable,2025-01-14T07:29:09.819000Z,2025-01-14T07:37:33.417000Z,,2025-01-14T07:37:33.888409Z,504,The study didn't provide code,3,Islam,Yes. Both public and private,"Arabic, English",24,Male,White,Egypt,Egypt,Egypt,Arabic,No,Full-Time,1/14/2025 2:34,1/14/2025 2:37,IP Address,41.40.198.251,100,149,TRUE,1/14/2025 2:37,R_22sRPKIbXao2gWB,,,,,30.9977,29.7432,anonymous,ZH-T,65f05df16b269e72761d02ec,strongly believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may increase,may decrease,may increase,may decrease,may increase,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,remain the same,may increase,,,65f05df16b269e72761d02ec
26,6786125e91386c1950a0097e,66b7ed5bf499f89ed0a9c03d,AWAITING REVIEW,Not Applicable,2025-01-14T07:29:58.109000Z,2025-01-14T07:38:27.774000Z,,2025-01-14T07:38:28.332516Z,510,NOCODE,160,Islam,Yes. Both public and private,English,20,Female,Other,Australia,Australia,Australia,English,Yes,Unemployed (and job seeking),1/14/2025 2:30,1/14/2025 2:38,IP Address,122.199.54.90,100,487,TRUE,1/14/2025 2:38,R_4FWB54zHCI1mCQQ,,,,,-31.9764,115.861,anonymous,ZH-T,66b7ed5bf499f89ed0a9c03d,strongly believe,high school,Daily or more,Yes,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,may increase,may increase,remain the same,remain the same,remain the same,may increase,66b7ed5bf499f89ed0a9c03d
27,678612bcd7ea03ac4ff2f416,60c0fa09ef735c52ada64d23,AWAITING REVIEW,Not Applicable,2025-01-14T07:31:41.561000Z,2025-01-14T07:36:05.242000Z,,2025-01-14T07:36:06.089774Z,264,NOCODE,361,Islam,Yes. Both public and private,"Afrikaans, English",23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,1/14/2025 2:31,1/14/2025 2:35,IP Address,197.185.225.247,100,226,TRUE,1/14/2025 2:35,R_24JlzjIklqlkgTP,,,,,-26.0964,27.991,anonymous,ZH-T,60c0fa09ef735c52ada64d23,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,remain the same,remain the same,may increase,remain the same,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,remain the same,may decrease,stay the same,60c0fa09ef735c52ada64d23
28,678612c42aff49236803300c,65f33825e13fca944ca21cae,AWAITING REVIEW,Not Applicable,2025-01-14T07:31:24.645000Z,2025-01-14T07:37:24.163000Z,,2025-01-14T07:37:24.809238Z,360,NOCODE,163,Islam,Yes. Both public and private,"Urdu, Hindi, English",28,Male,Asian,India,India,India,Urdu,Yes,Full-Time,1/14/2025 2:31,1/14/2025 2:36,IP Address,49.15.231.86,100,331,TRUE,1/14/2025 2:36,R_4QbhIiGnrONlIO8,,,,,18.6161,73.7286,anonymous,ZH-T,65f33825e13fca944ca21cae,strongly believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,very likely to increase,remain the same,very likely to increase,remain the same,may decrease,remain the same,may increase,may increase,very likely to increase,65f33825e13fca944ca21cae
29,678613017263b54dca3a3519,65fc9d09fcd3594d32112ee2,AWAITING REVIEW,Not Applicable,2025-01-14T07:32:33.345000Z,2025-01-14T07:36:43.603000Z,,2025-01-14T07:36:44.518833Z,251,NOCODE,139,Islam,Yes. Both public and private,"English, Hindi",28,Male,Asian,India,India,India,English,Yes,Unemployed (and job seeking),1/14/2025 2:32,1/14/2025 2:35,IP Address,42.110.171.198,100,190,TRUE,1/14/2025 2:35,R_4gkzRC2FPhpNj0t,,,,,22.518,88.3832,anonymous,ZH-T,65fc9d09fcd3594d32112ee2,strongly believe,undergraduate (college/University),Once a week,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,65fc9d09fcd3594d32112ee2
30,678613204f17481f32a684ee,675e81bce66ad60c91c6eee2,AWAITING REVIEW,Not Applicable,2025-01-14T07:32:48.801000Z,2025-01-14T07:41:21.686000Z,,2025-01-14T07:41:22.376067Z,513,NOCODE,18,Islam,Yes. Both public and private,"Afrikaans, Danish, English, French, German, Italian, Lithuanian, Norwegian, Portuguese, Cantonese",33,Female,Black,Zimbabwe,South Africa,Zimbabwe,Afrikaans,Yes,Full-Time,1/14/2025 2:35,1/14/2025 2:41,IP Address,41.147.0.171,100,351,TRUE,1/14/2025 2:41,R_2vYvGReQb4NHoLL,,,,,-33.91,18.4304,anonymous,ZH-T,675e81bce66ad60c91c6eee2,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,may increase,may decrease,remain the same,may decrease,remain the same,definitely increase,very likely to increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,may decrease,may increase,675e81bce66ad60c91c6eee2
